0	1	0.448865
0	2	0.448865
0	11	0.1
1	3	0.25
1	5	0.448865
1	7	0.265153
1	8	0.448865
1	11	0.265153
2	3	0.25
2	5	0.448865
2	6	0.265153
2	9	0.220577
2	11	0.265153
3	4	0.50705
3	5	0.265153
3	8	0.265153
3	9	0.220577
3	11	0.265153
4	6	0.195016
4	9	0.43079
4	10	0.146185
4	37	0.43079
5	8	0.325
5	9	0.363604
5	24	0.363604
6	9	0.0454058
6	10	0.363604
6	11	0.1
8	9	0.0454058
8	10	0.363604
8	11	0.1
9	11	0.272792
10	37	0.1
12	13	0.239361
12	16	0.278395
12	17	0.410812
12	18	0.319664
12	19	0.410812
12	20	0.51893
13	15	0.178416
13	16	0.146185
13	17	0.535242
13	18	0.597508
14	15	0.166762
14	16	0.51893
14	17	0.214416
14	19	0.410812
14	20	0.51893
14	40	0.319664
15	16	0.220577
15	17	0.151472
15	18	0.448865
15	19	0.575736
15	40	0.265153
16	18	0.363604
17	19	0.4
17	40	0.0392305
18	19	0.220577
18	20	0.0454058
18	37	0.363604
19	20	0.265153
19	31	0.480385
20	37	0.1
21	22	0.178416
21	23	0.0814413
21	24	0.220577
21	25	0.480385
21	37	0.480385
22	23	0.195016
22	24	0.146185
22	25	0.146185
22	39	0.195016
23	24	0.0454058
23	25	0.363604
23	37	0.363604
24	25	0.1
25	39	0.272792
26	27	0.0872334
26	28	0.214416
26	29	0.214416
26	30	0.319664
26	37	0.278395
26	38	0.319664
27	28	0.070484
27	29	0.302863
27	30	0.195016
27	38	0.195016
28	29	0.1
28	30	0.0392305
29	30	0.0392305
29	37	0.265153
31	32	0.195016
31	33	0.325
31	36	0.480385
32	33	0.00623059
32	34	0.070484
32	35	0.146185
32	36	0.535242
33	34	0.0392305
33	35	0.0454058
33	36	0.480385
34	35	0.10227
34	36	0.4
35	36	0.265153
36	37	0.10227
36	38	0.0392305
37	38	0.272792
